DATE,NAME.COMP,STATUS,M.Type,ROUND,MAP,Points,ID.BATTLENET1,Tier1,RACE1,R.L1,R.L2,R.R2,R.R1,ID.BATTLENET2,Tier2,RACE2,Points,R,REMARK,REMARK2
24.11.11,10th PRO League,O,T,1,F.S,,AX_SKY(Z),2,Z,1,1,,,AX_Sun(P),2,P,,Z,,COMPOSE/MEGA
24.11.11,10th PRO League,O,T,2,F.S,,AX_RYO(Z),3,Z,,,1,1,AX_Black(P),3,P,,P,,COMPOSE/MEGA
24.11.11,10th PRO League,O,T,3,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_Lego(P),2,P,,Z,,COMPOSE/MEGA
24.11.11,10th PRO League,O,T,4,F.S,,AX_BOSL(P),3,P,,,1,1,AX_DokJJ(T),3,T,,T,,COMPOSE/MEGA
24.11.11,10th PRO League,O,T,5,F.S,,AX_Ddorong(P),3,P,1,1,,,AX_zxc(T),3,T,,P,,COMPOSE/MEGA
24.11.11,10th PRO League,O,T,6,Poly,,AX_CoNG(T),0,T,0,0,1,0,AX_T-style(T),0,T,,T,,COMPOSE/MEGA
24.11.11,10th PRO League,O,T,F,F.S,,AX_CoNG(T),0,T,0,0,1,0,AX_T-style(T),0,T,,T,,COMPOSE/MEGA
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,1,Radeon,,AX_attack(Z),0,Z,,,1,1,GG_Enter,0,P,,P,,AX EXT Match
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,2,F.S,,GG_Wangkyu,0,Z,,,1,1,AX_DiHing(P),0,P,,P,,AX EXT Match
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,3,Poly,,GG_prodddaks,0,P,1,1,,,AX_zoil(T),0,T,,P,,AX EXT Match
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,4,F.S,,GG_DASH,0,T,,,1,1,AX_HYUNDAI(Z),0,Z,,Z,,AX EXT Match
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,5,Poly,,GG_Runner,0,P,,,1,1,AX_CoNG(T),0,T,,T,,AX EXT Match
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,6,Poly,,AX_6666+(P),0,P,,,1,1,GG_Hwasoo,0,T,,T,,AX EXT Match
24.11.14,2nd CLAN CHALLENGE - AX vs GG,O,T,ACE,F.S,,GG_Hwasoo,0,T,,,1,1,AX_HYUNDAI(Z),0,Z,,Z,,AX EXT Match
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.1,O,I,1,F.S,,AX_mineralminer(P),2,P,1,1,,,AX_Navy(T),3,T,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.1,O,I,2,F.S,,AX_SuShi(Z),2,Z,,,1,1,AX_Shairu(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.1,O,I,3,F.S,,AX_mineralminer(P),2,P,0,0,1,0,AX_Shairu(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.1,O,I,4,F.S,,AX_Navy(T),3,T,1,1,,,AX_SuShi(Z),2,Z,,T,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.1,O,I,5,F.S,,AX_mineralminer(P),2,P,1,1,,,AX_Navy(T),3,T,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.2,O,I,1,F.S,,AX_JoJo(P),2,P,1,1,,,AX_MIBUN(T),3,T,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.2,O,I,2,F.S,,AX_pig(Z),2,Z,,,1,1,AX_kimsin(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.2,O,I,3,F.S,,AX_JoJo(P),2,P,0,0,1,0,AX_kimsin(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.2,O,I,4,F.S,,AX_MIBUN(T),3,T,,,1,1,AX_pig(Z),2,Z,,Z,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.2,O,I,5,F.S,,AX_pig(Z),2,Z,,,1,1,AX_JoJo(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.3,O,I,1,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_Sun(P),2,P,,Z,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.3,O,I,2,F.S,,Ax_VulTure(T),2,T,,,1,1,AX_GoGo(Z),1,Z,,Z,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.3,O,I,3,F.S,,AX_ELEC(Z),2,Z,0,1,0,0,AX_GoGo(Z),1,Z,,Z,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.3,O,I,4,F.S,,AX_Sun(P),2,P,,,1,1,Ax_VulTure(T),2,T,,T,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.3,O,I,5,F.S,,Ax_VulTure(T),2,T,,,1,1,AX_GoGo(Z),1,Z,,Z,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.4,O,I,1,F.S,,AX_SKY(Z),2,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.4,O,I,2,F.S,,AX_SLiN(P),2,P,1,1,,,AX_zxc(T),3,T,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.4,O,I,3,F.S,,AX_OceAn(P),2,P,0,1,0,0,AX_SLiN(P),2,P,,P,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.4,O,I,4,F.S,,AX_zxc(T),3,T,,,1,1,AX_SKY(Z),2,Z,,Z,,indiv.
24.11.15,3rd SLiNcup - Tier 2(Prelims) - Grp.4,O,I,5,F.S,,AX_SKY(Z),2,Z,,,1,1,AX_SLiN(P),2,P,,P,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,1,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_kimsin(P),2,P,,Z,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,2,Poly,,AX_ELEC(Z),2,Z,1,1,,,AX_kimsin(P),2,P,,Z,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,1,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_Shairu(P),2,P,,Z,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,2,Poly,,AX_GoGo(Z),1,Z,1,1,,,AX_Shairu(P),2,P,,Z,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,1,F.S,,AX_mineralminer(P),2,P,0,0,1,0,AX_SLiN(P),2,P,,P,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,2,Poly,,AX_mineralminer(P),2,P,0,1,0,0,AX_SLiN(P),2,P,,P,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,3,F.S,,AX_mineralminer(P),2,P,0,0,1,0,AX_SLiN(P),2,P,,P,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,1,F.S,,AX_JoJo(P),2,P,0,1,0,0,AX_OceAn(P),2,P,,P,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,2,Poly,,AX_JoJo(P),2,P,0,0,1,0,AX_OceAn(P),2,P,,P,,indiv.
24.11.16,3rd SLiNcup - Tier 2(Quarter),O,I,3,F.S,,AX_JoJo(P),2,P,0,0,1,0,AX_OceAn(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,1,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_SLiN(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,2,Poly,,AX_ELEC(Z),2,Z,1,1,,,AX_SLiN(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,3,F.S,,AX_ELEC(Z),2,Z,,,1,1,AX_SLiN(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,4,Poly,,AX_ELEC(Z),2,Z,,,1,1,AX_SLiN(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,5,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_SLiN(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,1,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_OceAn(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,2,Poly,,AX_GoGo(Z),1,Z,1,1,,,AX_OceAn(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,3,F.S,,AX_GoGo(Z),1,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,4,Poly,,AX_GoGo(Z),1,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Semi),O,I,5,F.S,,AX_GoGo(Z),1,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(3rd place),O,I,1,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_SLiN(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(3rd place),O,I,2,Poly,,AX_GoGo(Z),1,Z,1,1,,,AX_SLiN(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Final),O,I,1,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_OceAn(P),2,P,,Z,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Final),O,I,2,Poly,,AX_ELEC(Z),2,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Final),O,I,3,F.S,,AX_ELEC(Z),2,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.17,3rd SLiNcup - Tier 2(Final),O,I,4,Poly,,AX_ELEC(Z),2,Z,,,1,1,AX_OceAn(P),2,P,,P,,indiv.
24.11.19,8th Race Champ.,O,T,1,F.S,,AX_[A](Z),0,Z,1,1,,,AX_NalrAri(P),0,P,,Z,,RACECHAMP
24.11.19,8th Race Champ.,O,T,2,F.S,,AX_zoil(T),0,T,1,1,,,AX_[A](Z),0,Z,,T,,RACECHAMP
24.11.19,8th Race Champ.,O,T,3,F.S,,AX_DiHing(P),0,P,,,1,1,AX_zoil(T),0,T,,T,,RACECHAMP
24.11.19,8th Race Champ.,O,T,4,Poly,,AX_zoil(T),0,T,,,1,1,AX_attack(Z),0,Z,,Z,,RACECHAMP
24.11.19,8th Race Champ.,O,T,5,F.S,,AX_attack(Z),0,Z,1,1,,,AX_ori(P),0,P,,Z,,RACECHAMP
24.11.19,8th Race Champ.,O,T,6,Poly,,AX_TERRAN(T),1,T,,,1,1,AX_attack(Z),0,Z,,Z,,RACECHAMP
24.11.19,8th Race Champ.,O,T,7,Poly,,AX_T-style(T),0,T,1,1,,,AX_attack(Z),0,Z,,T,,RACECHAMP
24.11.19,8th Race Champ.,O,T,F,F.S,,AX_T-style(T),0,T,,,1,1,AX_HYUNDAI(Z),0,Z,,Z,,RACECHAMP
24.11.22,13th COMPOSE,O,T,1,F.S,,AX_Romantic(Z),3,Z,1,1,,,AX_BOSL(P),3,P,,Z,,COMPOSE/MEGA
24.11.22,13th COMPOSE,O,T,2,F.S,,AX_Eugene(T),3,T,,,1,1,AX_AphRoDite(Z),2,Z,,Z,,COMPOSE/MEGA
24.11.22,13th COMPOSE,O,T,3,F.S,,AX_NalrAri(Z),1,Z,1,1,,,AX_JoJo(P),2,P,,Z,,COMPOSE/MEGA
24.11.22,13th COMPOSE,O,T,4,F.S,,AX_YAANOLRAE(T),2,T,,,1,1,AX_GoGo(Z),1,Z,,Z,,COMPOSE/MEGA
24.11.22,13th COMPOSE,O,T,5,F.S,,AX_OceAn(P),2,P,,,1,1,AX_TERRAN(T),1,T,,T,,COMPOSE/MEGA
24.11.22,13th COMPOSE,O,T,F,F.S,,AX_kimsin(P),2,P,,,1,1,AX_Navy(T),3,T,,T,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,1,F.S,,AX_TERRAN(T),1,T,,,1,1,AX_CALM(Z),2,Z,,Z,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,2,F.S,,AX_DokJJ(T),1,T,1,1,,,AX_ewrtf(Z),1,Z,,T,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,3,F.S,,AX_Black(P),3,P,0,0,1,0,AX_kimsin(P),2,P,,P,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,4,F.S,,AX_BOSL(P),3,P,,,1,1,AX_YAANOLRAE(T),2,T,,T,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,5,F.S,,AX_GoGo(Z),1,Z,,,1,1,AX_OceAn(P),2,P,,P,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,6,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_OceAn(P),2,P,,Z,,COMPOSE/MEGA
24.11.22,14th COMPOSE,O,T,ACE,F.S,,AX_BOSL(Z),3,Z,,,1,1,AX_Black(P),3,P,,P,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,1,F.S,,AX_TERRAN(T),1,T,1,1,,,AX_HI.M(Z),1,Z,,T,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,2,Poly,,AX_CoNG(T),0,T,1,1,,,AX_Poorong(Z),1,Z,,T,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,3,F.S,,AX_AXE(P),0,P,0,0,1,0,AX_NalrAri(P),0,P,,P,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,4,F.S,,AX_HYUNDAI(Z),0,Z,1,1,,,AX_6666+(P),0,P,,Z,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,5,Poly,,AX_AphRoDite(P),2,P,1,1,,,AX_YAANOLRAE(T),2,T,,P,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,6,F.S,,AX_YellOw(Z),1,Z,1,1,,,AX_Lego(P),2,P,,Z,,COMPOSE/MEGA
24.11.23,3rd CLASH: 80s vs 90s,O,T,F,Poly,,Ax_Lego(P),2,P,1,1,,,AX_YAANOLRAE(T),2,T,,P,,COMPOSE/MEGA
24.11.23,15th COMPOSE,O,T,1,F.S,,AX_ewrtf(Z),1,Z,1,1,,,AX_Lego(P),2,P,,Z,,COMPOSE/MEGA
24.11.23,15th COMPOSE,O,T,2,Poly,,AX_YellOw(Z),1,Z,,,1,1,AX_DoDoBirD(P),1,P,,P,,COMPOSE/MEGA
24.11.23,15th COMPOSE,O,T,3,Poly,,AX_CALM(Z),2,Z,,,1,1,AX_AphRoDite(P),2,P,,P,,COMPOSE/MEGA
24.11.23,15th COMPOSE,O,T,4,F.S,,AX_No.9(T),2,T,1,1,,,AX_GoGo(Z),1,Z,,T,,COMPOSE/MEGA
24.11.23,15th COMPOSE,O,T,F,F.S,,AX_SLiN(P),2,P,1,1,,,AX_PoTTer(T),3,T,,P,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,1,F.S,,AX_BOSL(P),3,P,,,1,1,AX_MIBUN(T),3,T,,T,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,2,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_RorA[](P),1,P,,Z,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,3,F.S,,AX_RYO(Z),2,Z,,,1,1,AX_SLiN(P),2,P,,P,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,4,Poly,,AX_DokJJ(T),1,T,1,1,,,AX_WiFi(Z),1,Z,,T,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,5,F.S,,AX_OceAn(P),1,P,1,1,,,Ax_Nam.9(T),1,T,,P,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,6,Poly,,AX_SKY(Z),2,Z,,,1,1,AX_Ddorong(P),2,P,,P,,COMPOSE/MEGA
24.11.25,16th COMPOSE,O,T,ACE,F.S,,AX_SKY(Z),2,Z,1,1,,,AX_Ddorong(P),2,P,,Z,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,1,F.S,,AX_HI.M(Z),1,Z,1,1,,,AX_mineralminer(P),2,P,,Z,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,2,F.S,,AX_MIBUN(T),3,T,1,1,,,AX_SO(Z),2,Z,,T,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,3,F.S,,AX_Black(P),3,P,,,1,1,AX_Navy(T),3,T,,T,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,4,F.S,,AX_Eugene(T),3,T,,,1,1,Ax_Bose(Z),2,Z,,Z,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,5,Poly,,AX_AXE(P),0,P,0,0,1,0,AX_NalrAri(P),0,P,,P,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,6,F.S,,AX_CALM(Z),2,Z,1,1,,,AX_Lego(P),2,P,,Z,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,7,F.S,,AX_BOSL(P),3,P,0,0,1,0,AX_JoJo(P),2,P,,P,,COMPOSE/MEGA
24.11.26,1126 DAILY bosl Compose,O,T,F,Poly,,AX_CALM(Z),2,Z,,,1,1,AX_Lego(P),2,P,,P,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,1,F.S,,AX_kimsin(Z),3,Z,1,1,,,AX_BOSL(P),3,P,,Z,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,2,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_Romantic(P),2,P,,Z,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,3,F.S,,AX_Eugene(T),3,T,0,0,1,0,AX_MIBUN(T),3,T,,T,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,4,F.S,,AX_ewrtf(Z),1,Z,,,1,1,AX_Lego(P),2,P,,P,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,5,F.S,,AX_SKY(Z),2,Z,,,1,1,AX_JoJo(P),2,P,,P,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,6,F.S,,AX_GoGo(Z),1,Z,,,1,1,AX_Salgu(P),1,P,,P,,COMPOSE/MEGA
24.11.27,1127 DAILY bosl Compose,O,T,F,F.S,,AX_TERRAN(T),1,T,1,1,,,AX_WiFi(Z),1,Z,,T,,COMPOSE/MEGA
24.11.28,17th COMPOSE,O,T,1,F.S,,AX_BOSL(P),3,P,1,1,,,AX_MIBUN(T),3,T,,P,,COMPOSE/MEGA
24.11.28,17th COMPOSE,O,T,2,F.S,,AX_AXE(P),0,P,0,0,1,0,AX_NalrAri(P),0,P,,P,,COMPOSE/MEGA
24.11.28,17th COMPOSE,O,T,3,F.S,,AX_ELEC(Z),2,Z,1,1,,,AX_Lego(P),2,P,,Z,,COMPOSE/MEGA
24.11.28,17th COMPOSE,O,T,4,F.S,,Ax_Nam.9(T),1,T,,,1,1,AX_HI.M(Z),1,Z,,Z,,COMPOSE/MEGA
24.11.28,17th COMPOSE,O,T,5,F.S,,AX_No.9(T),2,T,1,1,,,AX_JoJo(Z),3,Z,,T,,COMPOSE/MEGA
24.11.28,17th COMPOSE,O,T,F,F.S,,AX_Shairu(P),2,P,1,1,,,AX_Navy(T),3,T,,P,,COMPOSE/MEGA
24.11.29,3rd Rival Match - Defeat GOGO,O,I,1,F.S,,AX_GoGo(T),2,T,1,1,,,AX_SO(Z),2,Z,,T,,indiv.
24.11.29,3rd Rival Match - Defeat GOGO,O,I,2,F.S,,AX_GoGo(T),2,T,1,1,,,AX_SO(Z),2,Z,,T,,indiv.
24.11.29,3rd Rival Match - Defeat GOGO,O,I,3,F.S,,AX_GoGo(T),2,T,1,1,,,AX_SO(Z),2,Z,,T,,indiv.
24.11.29,3rd Rival Match - Defeat GOGO,O,I,1,F.S,,AX_GoGo(T),2,T,1,1,,,AX_Romantic(Z),2,Z,,T,,indiv.
24.11.29,3rd Rival Match - Defeat GOGO,O,I,2,F.S,,AX_GoGo(T),2,T,1,1,,,AX_Romantic(Z),2,Z,,T,,indiv.
24.11.29,3rd Rival Match - Defeat GOGO,O,I,3,F.S,,AX_GoGo(T),2,T,1,1,,,AX_Romantic(Z),2,Z,,T,,indiv.
24.11.30,9th Race Champ.,O,T,1,F.S,,AX_Black(P),3,P,1,1,,,AX_KingChob(T),3,T,,P,,RACECHAMP
24.11.30,9th Race Champ.,O,T,2,F.S,,AX_RoKmC(Z),3,Z,1,1,,,AX_Black(P),3,P,,Z,,RACECHAMP
24.11.30,9th Race Champ.,O,T,3,F.S,,AX_BokDaeng2(T),2,T,1,1,,,AX_RoKmC(Z),3,Z,,T,,RACECHAMP
24.11.30,9th Race Champ.,O,T,4,F.S,,AX_kimsin(P),2,P,,,1,1,AX_BokDaeng2(T),2,T,,T,,RACECHAMP
24.11.30,9th Race Champ.,O,T,5,F.S,,AX_BokDaeng2(T),2,T,,,1,1,AX_RYO(Z),2,Z,,Z,,RACECHAMP
24.11.30,9th Race Champ.,O,T,6,Poly,,AX_RYO(Z),2,Z,,,1,1,AX_AphRoDite(P),1,P,,P,,RACECHAMP
24.11.30,9th Race Champ.,O,T,7,Poly,,AX_AphRoDite(P),1,P,1,1,,,AX_DokJJ(T),1,T,,P,,RACECHAMP
24.11.30,9th Race Champ.,O,T,8,Poly,,AX_HI.M(Z),1,Z,,,1,1,AX_AphRoDite(P),1,P,,P,,RACECHAMP
24.11.30,9th Race Champ.,O,T,9,Poly,,AX_AphRoDite(P),1,P,,,1,1,AX_TERRAN(T),1,T,,T,,RACECHAMP
24.11.30,9th Race Champ.,O,T,10,F.S,,AX_TERRAN(T),1,T,1,1,,,AX_WiFi(Z),1,Z,,T,,RACECHAMP
24.11.30,9th Race Champ.,O,T,F,F.S,,AX_AXE(P),0,P,1,1,,,AX_TERRAN(T),1,T,,P,,RACECHAMP
24.12.01,3rd CLAN CHALLENGE - AX vs TPZ,O,T,1,Poly,,TPZ_JipSa,0,P,,,1,1,AX_zoil(T),0,T,,T,,AX EXT Match
24.12.01,3rd CLAN CHALLENGE - AX vs TPZ,O,T,2,F.S,,AX_GoGo(Z),1,Z,,,1,1,Code[kS],1,P,,P,,AX EXT Match
24.12.01,3rd CLAN CHALLENGE - AX vs TPZ,O,T,3,F.S,,Ax_Lego(P),2,P,1,1,,,Logitect_MOM,2,T,,P,,AX EXT Match
24.12.01,3rd CLAN CHALLENGE - AX vs TPZ,O,T,4,Poly,,AX_OceAn(P),1,P,0,0,1,0,lllllllllWWWW,1,P,,P,,AX EXT Match
24.12.01,3rd CLAN CHALLENGE - AX vs TPZ,O,T,5,F.S,,TPZ_InFighter,1,Z,,,1,1,AX_RorA[](P),1,P,,P,,AX EXT Match
24.12.01,3rd CLAN CHALLENGE - AX vs TPZ,O,T,F,Poly,,kingdum15,2,T,,,1,1,AX_SKY(Z),2,Z,,Z,,AX EXT Match
24.12.03,Barracks vs Anti-Barracks,O,T,1,F.S,,AX_DiHing(P),0,P,,,1,1,AX_DokJJ(T),0,T,,T,티어개편,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,2,Poly,,AX_NalrAri(P),G,P,,,1,1,AX_T-style(T),G,T,,T,,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,3,Poly,,AX_RorA[](P),1,P,,,1,1,AX_SATOSHI(T),1,T,,T,,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,4,F.S,,AX_Shairu(P),2,P,1,1,,,AX_MIBUN(T),3,T,,P,,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,5,Poly,,AX_Ddorong(P),2,P,1,1,,,AX_YAANOLRAE(T),3,T,,P,,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,6,F.S,,AX_zoil(T),G,T,,,1,1,AX_HYUNDAI(Z),G,Z,,Z,,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,7,Poly,,Ax_Nam.9(T),1,T,,,1,1,AX_attack(Z),G,Z,,Z,,BARRACKS X ANTI
24.12.03,Barracks vs Anti-Barracks,O,T,F,Poly,,AX_DiHing(P),0,P,1,1,,,AX_DokJJ(T),0,T,,P,,BARRACKS X ANTI
24.12.06,1st RorA Cup Tier 2 Full League. - W/C,O,I,1,Radeon,,AX_SuShi(Z),1,Z,1,1,,,AX_OceAn(P),1,P,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - W/C,O,I,2,Poly,,AX_SuShi(Z),1,Z,1,1,,,AX_OceAn(P),1,P,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - W/C,O,I,3,F.S,,AX_SuShi(Z),1,Z,,,1,1,AX_OceAn(P),1,P,,P,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - W/C,O,I,4,Radeon,,AX_SuShi(Z),1,Z,,,1,1,AX_OceAn(P),1,P,,P,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - W/C,O,I,5,Poly,,AX_SuShi(Z),1,Z,1,1,,,AX_OceAn(P),1,P,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - P/O,O,I,1,Poly,,AX_ELEC(Z),1,Z,0,0,1,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - P/O,O,I,2,F.S,,AX_ELEC(Z),1,Z,0,0,1,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - P/O,O,I,3,Radeon,,AX_ELEC(Z),1,Z,0,1,0,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - P/O,O,I,4,Poly,,AX_ELEC(Z),1,Z,0,1,0,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.06,1st RorA Cup Tier 2 Full League. - P/O,O,I,5,F.S,,AX_ELEC(Z),1,Z,0,0,1,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.07,1st RorA Cup Tier 2 Full League. -Champ,O,I,1,Poly,,AX_CALM(Z),1,Z,0,1,0,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.07,1st RorA Cup Tier 2 Full League. -Champ,O,I,2,F.S,,AX_CALM(Z),1,Z,0,0,1,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.07,1st RorA Cup Tier 2 Full League. -Champ,O,I,3,Radeon,,AX_CALM(Z),1,Z,0,1,0,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.07,1st RorA Cup Tier 2 Full League. -Champ,O,I,4,Poly,,AX_CALM(Z),1,Z,0,0,1,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.07,1st RorA Cup Tier 2 Full League. -Champ,O,I,5,F.S,,AX_CALM(Z),1,Z,0,1,0,0,AX_SuShi(Z),1,Z,,Z,,indiv.
24.12.07,1st RorA Cup Tier 2 Full League. -Champ,O,I,6,Radeon,,AX_CALM(Z),1,Z,0,0,1,0,AX_SuShi(Z),1,Z,,Z,,indiv.
